scene_id,dialogue,relation_high_probable_gold,relation_impossible_gold,high_probable_agreement,intimacy_gold,intimacy_agreement,formality_gold,formality_agreement,hierarchy_gold,hierarchy_agreement,age-a_gold,age-b_gold,age_diff_gold,gender-a_gold,gender-b_gold,gender_diff_gold
scene556,"[B]: Hey.
[A]: Where were you? I was worried.
[B]: So worried you fell asleep. What're you doing here?
[A]: I've missed you. You have no idea how much.
[B]: How'd you get in?
[A]: [C]. We watched TV. She fell asleep. What time is it?
[B]: I didn't know I had a curfew.
[A]: Where were you?
[B]: None of your business. So what is it? What do you want?
[A]: To tell you that you were right. I do hate myself. But not so much that I can't see how stupid and despicable and --
[B]: Cowardly.
[A]: And cowardly what I did was. And even though there's no excuse for it, I want you to forgive me.
[B]: Why should I?
[A]: Because, for better or worse, I'm falling in love with you, and the thought of our not being together is unbearable to me.
[B]: Let's sleep.","['Dating', 'Romantic/Fighting', 'Engaged', 'Romantic Interest', 'Affair', 'Friends with Benefits', 'Affair']","['Married', 'Ex-relationship', 'Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Friends', 'Acquaintances', 'Neighbors', 'Strangers', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",partial_agreement,Intimate,complete_agreement,Pleasure-oriented,partial_agreement,A=B,partial_agreement,"['(13–19) Teenager', '(20–35) Young adult']","['(13–19) Teenager', '(20–35) Young adult']",A=B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene558,"[A]: She's in the hospital now. She doesn't have long. Weeks maybe and -- She... Anyway, I have something to ask you. A favor. I have no right to ask. I know. I'd do it myself, but I can't. I'm too... I'm...
[B]: What is it?
[A]: I want you to find a surgeon. Dr. [C] told me... [D]'s doctor told me... he said at some point, when it's hopeless, surgery could be an option. Heroic surgery, he called it. I want to make sure that when the time comes a hero is performing that heroic surgery. Do you understand? You'll have to make calls. I'll get names. [C] will give me names. (fighting tears) I'm sorry to ask you... I have no right. But, you see, she doesn't want it... this surgery... I'll have to convince her. So no one can know... for now. And I trust you. You're my only family and I... (beat) You have every right to refuse me. After what I did. You were a child... and you needed me... and I was nowhere to be found. There's no excuse for that. I'm so terribly sorry!
[B]: I'd be happy to do it.
[B]: Dad, I'm really sorry she's sick.
[A]: (almost inaudible) I am, too. So sorry. I should be the one. It should be me.",['Parent-Children'],"['Friends', 'Acquaintances', 'Neighbors', 'Strangers', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",complete_agreement,Intimate,complete_agreement,Pleasure-oriented,partial_agreement,A>B,partial_agreement,['(36–59) Middle-aged adult'],['(20–35) Young adult'],A>B,['Male'],['Cannot be determined'],Cannot be determined
scene559,"[A]: In these sorts of cases, it's best if she signs a consent.
[B]: (covering) No problem.
[A]: Good. (stopping at the main entrance) The last time [C] passed out, she regained consciousness almost immediately. The next time or the time after, she won't. When that happens, call me. (handing him a card) Here's my service. They'll reach me no matter where I am. In the meantime, I'll coordinate with Dr. [D].
[B]: I can't thank you enough.
[A]: I haven't done anything yet.","['Doctor-patient', ""Doctor-Patient's Family""]","['Lawyer-Client', 'Mentor-Mentee', 'Teacher-Student', 'Landlord-Tenant', 'Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Friends', 'Acquaintances', 'Neighbors', 'Strangers', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",partial_agreement,Cannot be determined,disagreement,Task-oriented,complete_agreement,A>B,partial_agreement,['(36–59) Middle-aged adult'],[],Cannot be determined,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene560,"[A]: There was one time when I was eleven...
[B]: (gently) You were talking about your wedding.
[A]: I didn't forget. I was just working on a tangent. See, most men, they'll tell a story straight through, and it won't be complicated, but it won't be interesting either.
[B]: I like your stories.
[A]: And I like you.
[A]: Now. The thing about working for a circus is you don't have a regular address, and after three years I had a lot of undelivered mail.
[A]: During the four weeks I was in the hospital, the postmaster finally caught up with me.","['Friends', 'Romantic Interest', 'Acquaintances', 'Family']","['Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",partial_agreement,Intimate,partial_agreement,Pleasure-oriented,partial_agreement,A=B,partial_agreement,[],[],Cannot be determined,['Male'],['Cannot be determined'],Cannot be determined
scene561,"[A]: Allo oui?
[A]: Yes, he's here.
[A]: It's your mother.
[B]: Hi. Uh-huh. Uh-huh.
[B] (CONT'D): What does Dr. [C] say? Okay. No, sure, let me talk to him. I'll wait.
[A]: It's bad.
[B]: It's more than they thought. They're going to stop chemo.
[A]: You need to go.
[B]: Probably tonight.
[A]: I'm going with you.
[B]: You don't have to.
[A]: I'm going with you.","['Dating', 'Parent-Children']","['Romantic Interest', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Friends', 'Acquaintances', 'Neighbors', 'Strangers', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",partial_agreement,Intimate,partial_agreement,Pleasure-oriented,disagreement,A=B,partial_agreement,[],[],A>B,['Female'],['Cannot be determined'],Cannot be determined
scene562,"[A]: Of course, the best part was creating new material. By the time the twins and I got to Havana, we had a whole new routine worked out for them, with just a ukulele and a harmonica.
[A]: I suppose I should...
[B]: You can leave it there.
[A]: No.
[A]: Don't. Don't be embarrassed. I should never have let you think that... (beat) I am in love with my wife.
[B]: I know.
[A]: And from the moment I saw her until the moment I die, she's the only one.
[B]: Lucky girl.
[A]: I'm sorry, [B]. I am.
[B]: Wait! [A]!","['Romantic Interest', 'Coworkers', 'Affair', 'Friends', 'Romantic Interest', 'Acquaintances', 'Affair', 'Acquaintances']","['Dating', 'Married', 'Engaged', 'Friends with benefits', 'Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Neighbors', 'Strangers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",complete_agreement,Intimate,complete_agreement,Pleasure-oriented,partial_agreement,A=B,partial_agreement,[],[],Cannot be determined,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene593,"[A]: Treatment schedules are posted on the bulletin board. Dinner at 6, lights out at 10 and no fraternizing between patients.
[A]: That's the rec room. We show movies there on Wednesdays and Fridays...And this is the dining hall.
[B]: I'm really not that hungry.
[A]: Just eat whatever you want. This will give you a chance to meet some people.
[B]: You know, my mom's coming to get me tomorrow. I'll be leaving.
[A]: It's OK, [B]. I'll be right here with you.","['Doctor-patient', 'Mentor-Mentee']","['Lawyer-Client', 'Landlord-Tenant', 'Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Friends', 'Acquaintances', 'Neighbors', 'Strangers', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",complete_agreement,Unintimate,disagreement,Task-oriented,complete_agreement,A>B,partial_agreement,"['(20–35) Young adult', '(36–59) Middle-aged adult', '(60+) Seniorr']","['(13–19) Teenager', '(20–35) Young adult']",A>B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene620,"[B]: We did it.
[A]: We sure did.
[B]: There's something I've been meaning to ask you, [A]. But I've just been so busy lately, what with the explosion, car chase, Ukrainians and all.
[A]: It has been a hectic day.
[B]: It's about that thing you said to me back in Philadelphia.
[A]: That thing?
[B]: You said that you can't have a relationship with a pickpocket, gold robber, or any kind of thief.
[A]: Oh... That thing.
[B]: Do you still believe that?
[A]: Yeah. I do.
[B]: Well I was wondering... What about a retired pickpocket, gold robber, thief?
[A]: Now that's an entirely different question.","['Coworkers', 'Romantic Interest', 'Romantic Interest', 'Friends', 'Acquaintances', 'Friends', 'Dating', 'Neighbors']","['Arch-enemies', 'Supervisor-Subordinate relationship', 'Married', 'Engaged', 'Strangers', 'Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant']",complete_agreement,Intimate,partial_agreement,Pleasure-oriented,partial_agreement,A=B,partial_agreement,"['(13–19) Teenager', '(20–35) Young adult', '(36–59) Middle-aged adult']","['(13–19) Teenager', '(20–35) Young adult', '(36–59) Middle-aged adult']",A=B,['Cannot be determined'],['Cannot be determined'],Different
scene622,"[B]: Thanks for getting me out of jail but I have to go home now because my entire life is ruined.
[A]: Bad day, huh?
[B]: You turn understatement into an art.
[A]: Can you just tell me your name? Please?
[B]: I'm [B]. The girl who won't be going to the NYU Accelerated Program.
[A]: Why not?
[B]: Because short of flying, there's no way to get from here to NYU in five minutes.
[A]: Sure there is.","['Strangers', 'Mentor-Mentee', 'Acquaintances', 'Lawyer-Client', 'Romantic Interest', 'Acquaintances', 'Strangers']","['Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Doctor-Patient', 'Landlord-Tenant', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",complete_agreement,Unintimate,disagreement,Cannot be determined,disagreement,A>B,partial_agreement,"['(20–35) Young adult', '(36–59) Middle-aged adult']","['(20–35) Young adult', '(13–19) Teenager']",A>B,['Cannot be determined'],['Female'],Cannot be determined
scene623,"[A]: Wow. And I thought I was anal.
[B]: This is no good. I don't do too well with the whole rehearsal thing. I'm more of a 'wing it' person.
[B]: How's this look? Drewish?
[A]: You know, I've always had a thing for librarians.
[B]: [A], honesty is fine. But you could edit a little, you know?
[A]: Got it.
[B]: Wish me luck.
[A]: Good luck, [B].","['Dating', 'Friends', 'Coworkers', 'Acquaintances', 'Siblings', 'Romantic Interest', 'Dating', 'Romantic Interest']","['Supervisor-Subordinate relationship', 'Married', 'Engaged', 'Strangers', 'Parent-Children', 'Grandparent-Grandchildren', 'Uncle/Aunt-Niece', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",complete_agreement,Intimate,partial_agreement,Pleasure-oriented,disagreement,A=B,partial_agreement,"['(13–19) Teenager', '(20–35) Young adult']","['(20–35) Young adult', '(13–19) Teenager']",A=B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene624,"[A]: Excuse me, what were you doing?
[B]: Someone was sick in the bathroom and they asked me to -- hold on, I don't owe you any explanation.
[A]: You're the one all 'I gotta get to this interview or I'm gonna have a nervous breakdown' and yet you have time to address the United Nations?
[C]: You know, technically, you have to have security clearance to enter the Assembly.
[A]: Not now, [B].
[B]: You have a lot of nerve, [A]. It was you that got me tossed off the train! You had to give the bum that dollar! You get the suit, I get the leather bikini!
[C]: (under) Which isn't so bad.
[B]: And you got Bernie Lipscomb while I got Scrabble with Mom and Dad!
[C]: Who's Bernie Lipscomb?
[A]: I told you, I didn't know you liked him! It was no big deal!
[B]: It was to me!
[A]: How could I know? You never tell me anything!
[B]: There's a good reason for that!
[A]: What's that supposed to mean?
[B]: You know very well what it means, Ms. Big Mouth!","['Siblings', 'Coworkers', 'Rivalry', 'Competitive Relationship']","['Supervisor-Subordinate relationship', 'Parent-Children', 'Uncle/Aunt-Niece', 'Cousins', 'Grandparent-Grandchildren', 'Friends', 'Acquaintances', 'Neighbors', 'Strangers', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Arch-enemies']",complete_agreement,Cannot be determined,disagreement,Pleasure-oriented,partial_agreement,A=B,complete_agreement,"['(13–19) Teenager', '(20–35) Young adult']","['(13–19) Teenager', '(20–35) Young adult']",Cannot be determined,['Female'],['Cannot be determined'],Cannot be determined
scene626,"[A]: (INTO PHONE)
Hey, honey.
[B]: You busy?
[A]: Me? Oh, yeah. I've got a mouth right
here in front of me.
[B]: Don't they mind you being on the phone?
[A]: Well, it's not attached to a head,
really. More research.
[B]: Oh. Well, I just wanted to tell you I
found a great rate for the Ritz-Carlton
tomorrow night. I Thought it might be
romantic. Mom can stay here with [D].
[A]: I don't know. Do you think we really
need to stay at a hotel? I mean, [D]
has his own room. Why don't we just buy
new sheets? Like, hotel-colored ones.
It'll be like the Ritz, but we won't have
to pay to make phone calls!
[B]: [A]--
[A]: What? I'm just saying--
[C]: [A]? Patient emergency in room eight.
[A]: Emergency? (INTO PHONE) I've got to go! Emergency!","['Dating', 'Married', 'Engaged', 'Dating', 'Friends']","['Romantic Interest', 'Affair', 'Ex-relationship', 'Friends with benefits', 'Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Acquaintances', 'Neighbors', 'Strangers', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant', 'Competitive relationship', 'Rivalry', 'Arch-enemies']",complete_agreement,Intimate,complete_agreement,Pleasure-oriented,complete_agreement,A=B,partial_agreement,"['(20–35) Young adult', '(36–59) Middle-aged adult']","['(36–59) Middle-aged adult', '(20–35) Young adult']",A=B,['Cannot be determined'],['Cannot be determined'],Cannot be determined
scene627,"[A]: Oh, no, no. That's Oilcan's ride. My ' 51 panhead is right over there.
[B]: That? That's a piece of junk.
[A]: Yup. Your piece of junk.
[C]: All right, guys. We get the joke... Good one. Anyway, we actually should get moving along.
[A]: Oh, it's no joke. You want to know the joke? Suburban assholes that buy leather outfits and think they're bikers. And it's a joke I'm damn sick of. So I'm keeping your friend's bike, I'm keeping this jacket, and you guys are going to turn the hell around and go back to wherever you came from, because the next hundred miles of this highway belongs to the Hells Angels.
[B]: Like an adopt a highway thing?
[A]: Like a ""Go home or we're going to split your skulls open"" thing.
[C]: All right. We respect that this is your turf, and we're sorry for bothering you. But we can't head back without my friend's bike. So clearly we're going to have to work something out here.
[A]: You're right. We're going to have to work something out.","['Rivalry', 'Competitive Relationship', 'Strangers', 'Arch-enemies', 'Acquaintances', 'Rivalry', 'Neighbors', 'Competitive Relationship', 'Rivalry', 'Arch-enemies']","['Parent-Children', 'Brothers/Sisters', 'Grandparent-Grandchildren', 'Cousins', 'Uncle/Aunt-Niece', 'Romantic Interest', 'Dating', 'Married', 'Engaged', 'Friends with benefits', 'Affair', 'Ex-relationship', 'Coworkers', 'Professional colleagues', 'Supervisor-Subordinate relationship', 'Mentor-Mentee', 'Teacher-Student', 'Lawyer-Client', 'Doctor-Patient', 'Landlord-Tenant']",complete_agreement,Unintimate,partial_agreement,Task-oriented,partial_agreement,A>B,disagreement,[],[],Cannot be determined,['Cannot be determined'],['Cannot be determined'],Cannot be determined
